userName;score;at;content;;
Roni Ihsan;1;30/08/2023 12:56;jelek banget, enakan yang dulu sebelum upgrade. log in selalu time out. susah cari st ke st. maunya apa sih kai wwkwkww;;
Budi Sulaeman;1;30/08/2023 12:55;Makin sini makin lemot,, kenyamanan pengguna menjadi terganggu;;
Diva Hardiyannti;1;30/08/2023 12:47;errorr teruss;;
Tisna Edotense;1;30/08/2023 12:45;Aplikasi Yg membagongkan. Update terus bukan makin bagus malah makin ribet.;;
R;1;30/08/2023 12:40;Low sarver sih ini menurut gua. Kalo mau Update2 an gitu tuh daya tampung Ama storagenya tingkatin juga. Jadi Akses internet ke server mudah. Hal sepele gini aja masa harus d kasih tau ma gua. Jngn keq gini d update malah susah login, giliran udh login, nyari stasiun parah bngt lemotnya. Kebanyakan campur tangan yg lain ya gini nih., ngapain d bikin sulit loh. Udh bener versi sebelum nya. ada2 aja.;;
dedi suryana;1;30/08/2023 12:32;Gak bisa daptar;;
Yoka Ahmad fauzi;1;30/08/2023 12:31;Balikin tampilan lama!!!;;
Moonby Choi;1;30/08/2023 12:26;Malah makin ancurrr. Tidak bisa login;;
Panji FAMILY.94;3;30/08/2023 12:23;tidak bisa pke jaringan 3;;
I Made Aditya Brihadrata;2;30/08/2023 12:13;Sering logout sendiri, pas login juga sering failed;;
DIUS TV;1;30/08/2023 12:06;"untuk fitur nambah juga menarik✅, tampilan bagus simpel✅,untuk fokus utama dari aplikasi ini kan memudahkan pemesanan tiket SANGAT MENGECEWAKAN❗ ,LEMOT(sinyal full pun lemot)❗,PROSES PEMESANAN TAMPILAN HARGA MASIH HARUS DI CARI LAGI YANG ADA / BAHKAN YANG SUDAH HABIS PUN TIKET MASIH TAMPIL❗,STEP PEMESANAN YANG TIDAK PERLU PUN BANYAK❗CONNECTING TRAIN HILANG❗,Perbaiki refund karena lama❗,seharusnya segera ada tindakan dengan banyak respon namun saya tunggu"" tetap begini ❗semoga segera diperbaiki❗";;
Yogalucas Sakti;1;30/08/2023 11:40;Di-update tapi kok makin ribet;;
Hari Haryadi;1;30/08/2023 11:29;Eror ga guna susah masuk enakan versi lama?;;
Adi Setiawan;5;30/08/2023 11:09;Okeeeeeeeee;;
reza aldiansyah;1;30/08/2023 10:58;Ini setelah update kenapa ga bisa login ya kak;;
vivy (pipi);1;30/08/2023 10:48;Saldo saya sudah terpotong tetapi tiketnya tidak dapat. Kecewa sekali, padahal pesanan pertama saya.;;
Andri Irawan;5;30/08/2023 10:48;saya pesan berangkat dari semarang kok tak bisa ya.. caranya bagaimana ya.. bisanya kok cuman dari stasiun popular.. LEBIH SENANG DENGAN APLIKASI YANG LAMA...;;
Ibnu Rosyad;1;30/08/2023 10:41;Update gpp namanya tehnologi semakin maju tapi kpw bisa jngan di bikin ribet, karna yg makai bukan cuma orang muda, orang tua pun juga iku makai, malah enak pakai versi lama lebih simpel mudah di pahami;;
Hilmy Dhaifullah;1;30/08/2023 10:37;Ini data user beneran dihapus? Masa saya daftar basic menggunakan akun lama tidak bisa karena email dan no HP sama, apalagi emailnya gk bisa diganti. Mohon untuk perbaikannya coba;;
arcturus thermis;1;30/08/2023 10:08;duit hangus,tiket ga nyampe.mending pake aplikasi yg lama deh;;
sabrian bindul;1;30/08/2023 09:49;Malah ndak bisa dipakai, gagal login terus. Bauknya memang kembali pakai yg aplikasi yg lama saja;;
olieve krisna;3;30/08/2023 09:44;Kembalikan aplikasi yang lama, kenapa nyari kota Madiun tidak keluar 😐😑;;
Hestyna Ekosetyo;3;30/08/2023 09:32;aplikasi sering log out terus !;;
Anas Khaerudin;1;30/08/2023 09:28;Mending Versi lama;;
Fahrizal Zakiah Arsyad;1;30/08/2023 09:26;Semenjak update jadi lemot banget. Riweuh, gak bisa satset;;
Elshandra Fhadilah;1;30/08/2023 09:14;ini kenapa jadi ga bisa log in???? time out terus!!;;
koro sensei;1;30/08/2023 09:10;Aplikasi error, buruk banget... mau pesen tiket susah banget sering banget error Mau beli tiket langsung di stasiun gk bisa,, kalau aplikasinya gk bisa diandelin kita harus gimana??;;
fadhila dwi kurniawan;5;30/08/2023 09:10;Pesan tiket lokal langsung kadaluarsa jadi tidak bisa melakukan pembayaran. Kasusnya di samsung a04, android 13, one ui versi 5.1. Solved;;
Inucosrent;5;30/08/2023 09:07;Sangat membantu untuk pembelian tiket online... Jadi praktis, tanpa harus cetak boarding pass, lgsg ke loket ke berangkatan & discan barcode~~ Mungkin bisa adain diskon sih kalo pembelian via aplikasi wkwkwk;;
Inditya Nurul Alfira;2;30/08/2023 09:03;jadi jelek dah tampilannya, stasiun pwt masa gada dipencarian;;
abdillah rizki;1;30/08/2023 09:00;Applikasi buruk bukan mempermudah malah mempersulit di upgrade malah di stel ulang akun di masukin akun kembali malah gak bisa;;
khaisar soewisno;1;30/08/2023 08:55;Ini siapa sih yg dev APK terbarunya.. sumpah jelek banget!!! udah ngelag tiba2 keluar sendiri , terus gak bisa login.. Sekelas BUMN aplikasinya jelek amat dah,, pecat aja tuh pengembang IT nya;;
Dandi Pratama;3;30/08/2023 08:52;Kenapa kai acces susah sekali digunakan. Mohon di perbaiki. Padahal kemarin baik-baik saja.;;
Solihah Sariningsih;2;30/08/2023 08:16;Tolong balikin ke versi lamaaaaaaaa......;;
Sigit Ramdani;1;30/08/2023 08:10;Error;;
SABUAJI B;3;30/08/2023 07:42;Tolong tampilan pilihan tiket dikembalikan aja versi lama. Yg udah habis ya dari nama kereta udah ga muncul. Biar ga usah pencetin satu2 padahal udah abis;;
Sukamti Agustinah;1;30/08/2023 07:29;Ribet banget;;
Ari H;1;30/08/2023 07:17;Habis di update.... Jadi berat....;;
Acep Komar;1;30/08/2023 07:17;Sudah sulit dibikin sulit pula;;
Samuel Arando;2;30/08/2023 07:15;Versi lama jauh lebih baik, versi sekarang banyak bug gk guna bikin susah!!!!!;;
Gading Saputera;1;30/08/2023 07:14;Pas sudah isi data, mau lanjut ke proses berikutnya dibilangnya pesanan kadaluwarsa, jadi gak jelas, mending aplikasi lama;;
Putri Ayumi;2;30/08/2023 06:50;Aplikasi tidak bisa dibuka;;
fazriansyah wiguna;2;30/08/2023 06:47;Udah d updet mau login ga bisa bisa timeout lah not fount lah hadeuhh mending yg lama;;
Febri Nugroho;1;30/08/2023 06:16;Aplikasi bosok. Mau login aja susah.;;
Mamang Malik (Mamang Malik);1;30/08/2023 06:12;Tidak bisa pesan tiket;;
086 angga Nur Sopian;1;30/08/2023 06:05;Jd susah log in;;
Silma Febri Anisa;1;30/08/2023 06:02;Mau pesan KAI lokal kok stasiun gak bisa muncul gimana nih? Dah 4 kali unduh;;
MUHAMMAD HAFIZH;3;30/08/2023 05:59;Saya ingin memberi saran, minta tolong di perbaiki kulitas server jaringannya.. Urusan UI yang versi lama sudah bagus sebetulnya tapi itu terserah yang terpenting servernya diupgrade. Masa koneksi saya bagus tapi buat mencari stasiun saja tidak bisa. Tanpa mengurangi rasa hormat saya kasih rating 3 star. Terima kasih.;;
Khusnul Zai123;1;30/08/2023 05:39;Belum support dana, ovo dan gopay. Ketinggalan jaman.;;
Hasbi fatinul Ulumidin;4;30/08/2023 05:36;Serius ini agak aneh sih rating nya jelek kata yang lain tapi pas saya coba biasa aja gk ada yang aneh fitur nya juga masih mudah di fahami, jadi yang salah dan jeleknya tuh yang sebelah mananya? Serius ini pake apknya nyaman nyaman aja;;
Indraoctaviano Serra;2;30/08/2023 05:35;Awal sdh bagus tapi ini malhan eror faild data sedangkan kemaren sdh oke masukin no hp eror masukin email tetap sama..mana sdh beli tiket untung di email tersimpan tiketnya.;;
Ganang Muhammad;1;30/08/2023 05:34;INI KERJA BUMN? HAIS. MENDING VERSI LAMA DAH TAMPILAN DI BAGUSIN SISTEM NYA NGGA. AIIHH -1 SISTEM;;
Arief Budiarto;5;30/08/2023 05:29;Sangat menarik aplikasi KAI Access yg baru;;
매일CakeGita의;1;30/08/2023 04:56;Bad aplikasi setelah jadi wajah baru, nyusahin sumpah;;
pluit phobia;1;30/08/2023 04:55;Saya liat beberapa penumpang yang tidak mempunyai hp apalagi kuota balik kanan, karena dengan menggunakan pembayan via aplikasi ini dianggap ribet sementara sejatinya mereka adalah p numpang setia dari jaman dulu sebelum aplikasi diberlakukan tidak heran kalo penumpang KA sekarang semakin berkurang...miriss..saya masih ingat jalan dulu begitu bejibun penumpang kereta walau tidak senyaman sekarang, rindu beli tahu+cengek, Salak 5rb dikasih satu kresek penuh ..murahnya..!!;;
Johan Nugroho;2;30/08/2023 04:47;Kacau sistem pembayaran kai pay... Harus nyimpen dana dulu baru bisa dipakai. Duit siapa kok situ yg tilep.🤦;;
Syaiful Fajar Kopite's;1;30/08/2023 04:46;Update yang jelek.;;
Fakhruddin M;1;30/08/2023 04:25;Susah pesanannya;;
Aqsaa Hlmyh;1;30/08/2023 04:18;Ga jelas nihhh mau buru buru pesan tiket pake data seluler lama bangettt loading nya pake wifi cepat ditambah time out terusss;;
Nurlaili Fadilah;2;30/08/2023 04:12;Masuk ke aplikasinya makin lama padahal sudah masukan kode dengan benar. Di update bukan makin bagus malah makin bikin lama, bagusan aplikasi yang lama;;
Sobirin Terbagi-bagi;1;30/08/2023 03:51;upgrade udah satu bulan gabisa bisa , tulisannya upgrade succes tapi kenyataannya belum berhasil pas di liat suruh ngisi lagi;;
Ismansyah Haryanto;1;30/08/2023 03:50;Kenapa ya aplikasi nya tiap kali ada pembaruan pasti tiba tiba jadi buruk jaringan nya padahal saya udah pake wifi pun tetep aja buruk 👎;;
Dinar Naruto;1;30/08/2023 03:49;di perbarui jadi malah jelek sekali!;;
Ahmadika Miftahus Syifa;1;30/08/2023 03:47;balikin versi lama aja, dan herannya saya pake aplikasi lain buat nyari tiket ke tujuan saya itu bisa sedangkan di apk ini malah tidak ada rute;;
Faizal Edo;1;30/08/2023 03:44;Tolong balikkin ke versi dulu aja lebih gampang praktis, warnanya juga ngga ngejreng ngga kayak ini tampilan nya bikin orang stress;;
Aditya Wanda;1;30/08/2023 03:32;Versi terbaru masa akun saya ga bisa login ngaco;;
Bryan Narendra;1;30/08/2023 03:10;jadi malah sulit, pilihan kereta antar kota hanya bisa dipilih yang popular saja, gimana ini solusinya?;;
hobi mbengkel;5;30/08/2023 03:01;Sudah saya install ulang baru bisa d gunakan kembali .terjadi BUG;;
Rafizen;1;30/08/2023 02:56;Aplikasi sering error;;
Muhammad Heri;2;30/08/2023 02:54;Katanya di suruh upgrade tapi mau di upgrade sdh di kirim no notifikasi malah gk tidak melanjutkan... Aplikasi yg baru malah kurang baik enakkan aplikasi yg lama;;
Muhammad Khoiri;5;30/08/2023 02:42;Pake wifi;;
Linda Yulia;1;30/08/2023 02:04;Ini kenapa mau beli tiket lokal gak muncul trus stasiun nya, bikin susah aja;;
Wanti Indrianti;1;30/08/2023 01:51;Bagusan yg lama knapa jdi susah mo psen yg lokal;;
nurul ariyudha;2;30/08/2023 01:30;Tidak bisa pesan tiket antar kota, yg keluar hanya stasiun2 kota besar. Padahal dulu mudah sekali, sekarang mumet.;;
Angga Mulyana;1;30/08/2023 01:29;Setelah di update jadi ngaco, saat memilih stasiun lokal nya keluar pilihan stasiun nya ga keluar² meski udh nunggu beberapa jam, malah jadi nya telat gara² nungguin pilahan stasiun ga keluar²;;
Chandra W;1;30/08/2023 01:29;versi baru sering log out mw masuk ssh, parah;;
Fera tri Aprilia;2;30/08/2023 01:29;kenapa gak bisa login,;;
Ferdian Deny Channel;1;30/08/2023 01:27;Ribet, tidak seperti aplikasi yang dulu, mau beli tiket kereta tidak bisa alasannya kadaluwarsa terus;;
Alfian Aliyandu;2;30/08/2023 01:22;Semenjak update semakin beraaaat loading aplikasinya;;
Kus Tono;1;30/08/2023 01:17;Masih bagus/mudah aplikasi lama...aplikasi yg baru ini membagongkan..tolong kembali ke aplikasi lama sj;;
Fajar Silawati;1;30/08/2023 01:09;Mempermudah ankutan jarak jauh;;
anggi aprilliansyah;1;30/08/2023 00:51;Balikin ke versi lama aja deh lebih simple ..app versi baru malah ribet nyari kereta lokal aja loading nya lama bner ..NYUSAHIIINNNN !!!!!;;
Ikhwan Nurfalah;1;30/08/2023 00:37;Lemot pesan ka lokal gak bisa nyesel di update;;
IK 1_Dehania Silviana;1;30/08/2023 00:33;Kurang suka dengan kai access yang sekarang apalagi kaipaynya. Pesan tiket 1 tapi saldo berkurang 5k x 3, sering error;;
Kagechiyo;5;30/08/2023 00:20;Sangat membantu;;
Uviqurrota Ayun;1;30/08/2023 00:05;2 kali download nggak bisa daftar semua email sudah dicoba tetap nggak bisa,,loading lebih lama, kembali ke versi lama aja.;;
Muhammad Fadhli;2;30/08/2023 00:03;Semenjak di update sering eror, nama stasiun gak muncul;;
Nendian Nitami;1;30/08/2023 00:02;Lebih bagus yang versi lama, ini saya berusaha masuk malah gagal terus;;
Silvika Santa Istianah;1;29/08/2023 23:51;Versi baru bikin saya tidak bisa login ke akun malah tampilan untuk masuk akun juga berbeda itulah kenapa berulang2 masih gagal trus karna di tampilan hanya ada keterangan memasukkan email/no telfon seharusnya ada tmpilan masuk ke akun google tapi ini tidak ada Sudah coba uninstal dan instal ulang namun hasil tetap;;
Antariksa law;1;29/08/2023 23:50;Update KAI Acces malah nge bug gak jelas...masalahnya mau pesan tiket selalu Time Out / waktu habis jadi belum sempat membayar sudah kadaluwarsa. Sudah berupaya update Aplikasi, dan sudah ke CS KAI disaranin unduh di Apps Store Sistem Webview sama saja...Bagaimana yaa kesal dan kecewa dg KAI saja...;;
Muhammad Rivaldi;1;29/08/2023 23:48;Versi baru kok malah gk ada kereta bandar lampung - Palembang aneh huhu;;
Haydar Ilyasa;2;29/08/2023 23:04;update belom sempurna udah di launching aja lu kai;;
Novita Sulung;1;29/08/2023 22:30;Tolong kembalikan ke versi lama dong, versi baru sangat ribet dan buang2 waktu Terus ada tambahan biaya asuransi 4.500 juga.hadeeh;;
Ernawati Ernawati;2;29/08/2023 21:27;Lebih nyaman tampilan aplikasi lama, versi baru tidak user friendly, cenderung ribet bertele tele, tidak to the point seperti melihat ketersediaan seat. Dulu langsung keliatan setelah klik cari tiket, sekarang harus di klik klik dulu. Baiknya kembali ke versi lama, atau versi barunya di user friendly kan. Terimakasih;;
Amelia Putri;3;29/08/2023 21:24;tolong diperbaiki, masa akun sering tiba tiba log out, dan parahnya lagi pernah -5menit jadwal kereta apk nya eror ga bisa;;
Khairunnisa Salsabila;4;29/08/2023 18:19;Haloo Access by KAI, Sudah bagus karna adanya niat perubahan User Interface untuk aplikasi yang terbaru. Namun, banyak sekali perubahan yg mengganggu, apalagi untuk bagian KRL. Saya yg biasanya menggunakan aplikasi ini, dan brusan cek jd agak bingung, karena tidak ada jam disetiap stasiunnya, lalu kita juga jadi gatau sampai di stasiun tujuan jam berapa. Kedepannya untuk desain sudah oke, mungkin tampilannya disamain aja kaya dulu. Terimakasih🙏🏻;;
Sendi Beneviento;1;29/08/2023 17:50;Harganya pd mahal;;
resqi fm;1;29/08/2023 17:00;Jadi tambah aneh aplikasi KAI sekarang, cari stasiun susah, maun ngisi data basic susah ,, bingung gua tod;;
Wahyu Aji;1;29/08/2023 16:53;lama ga buka aplikasi ini disuruh masukin email/no telepon tapi failed data terus padahal dah bener kocak;;
bombom S;1;29/08/2023 16:25;Segera Perbaiki Aplikasi Nya Bagusan Dulu, Sekarang Jadi BUSUK APK NYA.;;
Kang afay Abdul gopur;5;29/08/2023 16:20;Sejauh ini sangat bagus, saya suka dengan apk ini Sukses terus KAI, selalu jadi kebanggaan masyarakat Indonesia;;
Rara Tan;1;29/08/2023 16:14;apk ga jelas,semuaaa dipersuliittt !!!!!!!!!!!!;;
Kirai Sanasakura;2;29/08/2023 16:14;Jelek, gk bisa masuk;;
Petrus Pane;1;29/08/2023 16:13;Sebelum saya sudah bnyak ternyata yg berikan bintang 1, tapi tak ada tanggapan Maka saya buat bintang satu pun, Kita sebagai konsumen akan dianggap angin lalu.. luar biasa hancur buat KAI Akses;;
VIERY NUGROHO;1;29/08/2023 16:05;keluhan update, bagus aplikaia versi lama;;
Imah Limah;1;29/08/2023 15:53;Ini gimana mau pesan kog sulit banget, biasanya langsung muncul ini smpek aku hapus download baru tetep aja ndak bisa;;
Deffalin Airunissa;1;29/08/2023 15:30;pas mau cek tiket kereta lokal gk muncul kaya sistem lama, malah blank putih semua. waktu saya coba di hp lain ternyata sama saja. mending pakai sistem lama aja biar nyaman & gk ribet;;
Agatha Novita;3;29/08/2023 15:29;Ga bisa reschedule tiket karena perbedaan waktu, harus set WIB Harga ga langsung tampak, yg tampak harga terendah Semoga pas war tiket di libur panjang ngga kalah sama yg punya channel;;
Dita Apriliaristanti;1;29/08/2023 15:26;Kembalikan KAI ACCSESS YANG LAMA. INI LEMOT!;;
evi juwita;1;29/08/2023 15:15;Tlg dibantu, saya pesan tiket kok susah, pas di cek tiket habis, padahal pesan tiket untuk 2 hari kedepan aduh gimana sih;;
Ahlil Yusda;1;29/08/2023 14:53;Gak bisa buat pesen tiket..idnum already exist terus...padahal sudah bener id nya..;;
Yasir Agusnadi;3;29/08/2023 14:50;Tollllllong pihak KAI, Kenapa skrg jadi susah masuk loh :( Udh login pake nomer dan email malah muncul timeout 😭;;
Indra Febriyadi;5;29/08/2023 14:36;Teruntuk PT KAI PUSAT saya mau komplain tentang STASIUN TIGA RAKSA soal toilet di stasiun Tigaraksa yg sudah 2 Minggu ini tidak di buka di karna kan tidak ada air....tolong di tindak lanjuti...saya sebagai pengguna merasa kecewa masa stasiun toilet gak ada air SDH selama 2 Minggu.....trima kasih;;
indra dharmawan;3;29/08/2023 14:33;Kenapa setelah update, akun saya hilang! Padahal pake email yg sama, tapi gak bisa login;;
Rb Storee;1;29/08/2023 14:26;Eror meluelu gak bisa masuk mau daftar juga ga bisa huff;;
tania sapitri;1;29/08/2023 14:12;Sumpah setelah di update gak bisa log in, user interface nya musingin..demi apa jelek banget;;
Alan Prayoga;1;29/08/2023 13:55;Update malah jd lebih buruk 👎 bagusan versi sebelumnya;;
Nur Handi;1;29/08/2023 13:53;App lemot;;
Syarif iman;5;29/08/2023 13:50;Jadi lumayan cepat setelah di update, tks kai;;
Agung Wijaya;1;29/08/2023 13:43;kenapa saya saat bayar ke ovo tetap terjadi kesalahan mulu .. padahal ovo ada saldo juga koneksi terpantau aman .. mudah KAI versi lama . yang ini sungguh memusingkan;;
soph;1;29/08/2023 13:39;PARAH BANGET! udah diupgrade malah gabisa login, failed mulu;;
Agi Saguci;1;29/08/2023 13:37;Kok Ga bisa masuk padahal akun udah ada, tambah pemesanan kereta local tidak ada ga muncul dari layar gimana nih PT. Kai kok kayak di sepele kan gini akses nya,, HP orang beda ada yang bagus dan tidak mohon di kembaliin aja ke versi dulu aja enak gampang dan cepat;;
Endang Supriatna;1;29/08/2023 13:28;bagusan apk lama dripda apk yg baru, apk yg baru malah ngga bisa cari stasiun yg d inginkn;;
Nabila Isadora Amatullah;1;29/08/2023 13:23;Bagus yang lama😭😭😭 Lebih baik kembali ke versi lama aja;;
Uly Ulyas;1;29/08/2023 13:23;Pilihan stasiun masa yg populer doang selain itu gabisa di searching 👎;;
Fitri Ramadhan;2;29/08/2023 13:23;Kenapa yah server kartu tri susah banget lemott trus;;
Taufik Robani;1;29/08/2023 13:22;Lemotnya subhanallah apa lagi klo pesen tiket lokal, keretanya karatan duluan;;
Ahmad Safii;5;29/08/2023 13:08;Edit : Bagus banget aplikasinya setelah diperbarui jadi bisa refund dan tidak banyak loading, sukses terus PT KAI Proses refund nya sulit, padahal udah benar tapi tulisannya data tidak terdapat dalam daftar;;
nely feronika Sagala;2;29/08/2023 13:06;Apk baru nya jelek. Keluar sendiri. Pesen tiket ga ada mulu jdwal;;
Mohammad Subekhi;1;29/08/2023 12:49;Ruwet... Ruwet... Ruwet... Pakai cara apalagi ini Bukannya di permudah , Malah di persulit..;;
project deemer;2;29/08/2023 12:49;Lemot, logout sendiri, udh login failed request..ga habis fikri..;;
Masfuk Arifi;1;29/08/2023 12:35;Stasiun dan jadwalnya tidak muncul.;;
Anas Jenggot;1;29/08/2023 12:18;Bener update lebih modern tapi knpa tetep sama aja servernya lemot banget 😮‍💨 aku mau daftarin verifikasinya kaga bisa bisa udah pakai wifi dan data nyala semua lemot aja hadeee . Apa harus pakai iphone baru mau aplikasinya?;;
Rexto Azh;3;29/08/2023 12:09;Min ko jadi susah cari rute sekarang tolong donk di perbaiki urgent;;
